customer_id,first_name,last_name,email,phone,ssn,date_of_birth,address,city,state,zip_code,country,annual_income,employment_status,credit_score,credit_range,created_date
67c27480-38f1-4897-b9eb-22286102f9a6,Michael,Douglas,jamesryan@example.net,119 933 0833,424-43-7740,1987-08-03,"77 Gerard islands, Leahton, L8 2SG",Frenchburgh,Australian Capital Territory,01715,Montenegro,51395.37,Retired,456,Poor,2025-04-25 22:51:28.318398
b8652f52-78ea-4661-8f75-eb40f31fcabe,,Small,zsharpe@example.org,774 205 4932,528-42-1422,1986-11-01,"Flat 30q, Smith terrace, Hughport, B4S 3BE",Erikhaven,New South Wales,84218,Heard Island and McDonald Islands,158979.05,Retired,788,Very Good,2021-10-08 13:56:23.048830
c9880dd4-ed3f-4bff-a04d-c5f0250b6397,Lesley,Murphy,emiles@example.net,(0306) 999 0391,541-91-5928,2002-06-16,"822 Bond Mills, Lake Jamieshire, NM 12420",St. Davidchester,Australian Capital Territory,73743,Peru,101271.3,Employed,698,Good,2024-04-16 06:17:38.665483
c2a8b2fb-0fb5-4fd7-8d2e-462e897c0e00,Jonathan,Reese,hendersonisabella@example.net,870-946-2265,385-11-8836,1985-11-04,"682 Mary Throughway, West Stevenside, NS K6K3T5",North Irenechester,Kansas,27512,Bolivia,137481.19,Self-employed,772,Very Good,2022-11-27 16:46:20.335828
69cae811-3301-41a7-977b-d9a422f8e667,John,Morales,williamdavidson@example.com,,321 773 814,1948-07-06,"Flat 5, Thornton island, Milesport, DE87 3NF",Port Tammyside,Missouri,32332,Costa Rica,156079.25,Employed,658,Fair,2023-11-28 10:08:15.134768
c3aa841e-2fc2-45a9-9afc-d6ef9337ace3,Melanie,Nichols,phillipsellie@example.net,239-583-7354,ZZ 173936 T,1979-06-15,"544 Hunt Parks Suite 175, West Lawrence, AB G9A 7L5",West Bernard,Queensland,,Equatorial Guinea,190857.48,Retired,562,Poor,2025-07-04 10:41:37.157183
8316c3aa-b96e-410b-80fe-49b15a0c77c8,Steven,Jackson,sabrinaweaver@example.net,701.200.6231x20387,676-63-0258,1978-03-15,"4 Smith Tollway, Drakeburgh, NSW, 2582",New Kerry,Tasmania,35539,Belgium,192680.25,Retired,503,Poor,2025-06-21 06:40:02.176638
86cd2939-796b-4f91-89cb-1106597fd443,Annette,Hodgson,davisnicholas@example.net,0217-6591,236-28-9287,1961-10-01,"902 Smith Fords Apt. 614, New John, MP 51508",Camposberg,North Carolina,98209,Austria,99966.15,Unemployed,370,Poor,2022-11-10 14:50:59.018418
29a50ea9-818e-445f-8317-a0792c3e079c,Matthew,Novak,walterskristen@example.com,0786629619,350 174 538,1964-08-15,"5412 Jacob Mission Suite 101, Angelamouth, VI 50994",Robertland,Oregon,68803,Poland,193957.9,Unemployed,795,Very Good,2021-07-09 22:51:15.131204
02d86361-050b-43a4-9681-39089949d383,Kevin,Thomas,twhite@example.com,(843)779-9371x240,824-43-7213,1971-10-20,"Studio 37, Williamson locks, Iainfort, L5G 6QE",Lake Georgina,,61006,Kazakhstan,83869.41,Retired,632,Fair,2024-10-30 11:52:48.895377
d4ab2128-8335-43dc-8813-4c24883c37f4,Lori,Chambers,cameron42@example.net,+61 2 7979 6886,810-47-8797,1951-07-25,"909 Morgan isle, Whitehouseville, DT8 7QR",Lake Whitney,New South Wales,39223,Uruguay,110501.12,Self-employed,787,Very Good,2021-04-03 08:58:33.278331
9f3250fa-9ba7-40c0-a130-f51214e71e04,Damien,Cooper,gstone@example.com,(02).4010.5123,ZZ 258673 T,1984-05-06,"Flat 9, Barbara ramp, McCarthyborough, M19 8GQ",South Daniel,Tasmania,78747,New Zealand,155538.7,Unemployed,660,Fair,2023-08-11 09:30:30.041450
2dd74029-e25d-4e45-8fc5-570d5b074d30,Michael,Williamson,powerslawrence@example.org,725.286.6929,191-63-8805,1979-08-19,"579 Michelle Alleyway, Taylorfurt, WA, 0276",Jacksonshire,Wisconsin,29406,Antigua and Barbuda,151802.38,Student,589,Fair,2021-10-19 00:24:47.701738
8082c5f6-b5f2-4eac-aaeb-92c57ecb0b0c,Gary,Cunningham,armstrongjoseph@example.net,(207) 836-1340 x745,887-16-3883,1995-09-30,"233 Ashley Place, Candiceburgh, NT M2L3X7",Michelleberg,Kansas,19669,Switzerland,136627.19,Retired,405,Poor,2024-06-25 00:16:10.855374
b43de399-4d43-4675-80a7-0c15aae7fa61,Tracy,Burton,yjones@example.org,0445 775 901,651-86-5870,1994-10-19,"Unit 74 45 Ashlee Plaza, Patriciaton, ACT, 2570",South Stephen,Queensland,90756,Turkmenistan,135153.0,Employed,455,Poor,2021-06-20 17:35:15.134344
708febf6-3f1c-4943-b49d-69f91759b5e8,Clarence,Wright,brettgarrett@example.net,0151 4960110,ZZ129387T,1945-03-07,"271 Patrick Street Apt. 155, Derrickberg, QC C3X 8A6",South Amber,Queensland,11863,Burundi,102476.18,Student,739,Good,2023-08-16 02:06:48.376429
2c8d1e81-4de5-4c61-952c-270ca837a2a9,Michael,Edwards,martynberry@example.org,443-898-3640,396-15-3950,1984-11-14,"5269 Diaz Springs, Port Thomas, WI 10068",North Joseton,Montana,66903,Niue,25468.25,Retired,781,Very Good,2022-10-16 22:35:25.362256
1bc691d9-a19c-4c91-b09a-fe292e6c0ea2,Christopher,White,dixonjames@example.org,+1 (291) 463-0316,627-78-0902,1986-08-20,"202 Watson pike, Mohammedstad, M10 6LW",Jennifershire,New York,60164,Azerbaijan,99399.32,Student,530,Poor,2024-12-20 18:30:14.956429
4356f5f7-2441-4db3-b576-da450417a9ca,Laura,Smith,perezwilliam@example.org,807.556.2208,335 170 452,1976-04-19,"1744 Miller Motorway, West Jamesshire, WY 40335",,Washington,72139,Canada,147453.39,Unemployed,812,Excellent,2025-05-03 03:39:39.906741
2bd88c92-f28f-48f3-9dbb-1a73b50ef26a,Jesse,Fields,aaron64@example.org,(0191) 496 0367,146-92-4585,1947-06-10,"Studio 1, Leanne dale, Tuckershire, S2 4LP",Louisview,California,27070,Slovakia (Slovak Republic),28630.45,Unemployed,341,Poor,2021-06-14 05:15:14.698404
a85f60a4-c659-4a6c-9054-573b933e55ae,Barbara,Edwards,tami37@example.com,(02) 1249 0352,729-32-5829,1977-01-07,"67883 Steven Unions, North Alexander, YT G6J 2R5",North Jamesmouth,Colorado,43957,Armenia,81185.19,Employed,464,Poor,2020-12-04 21:11:08.797148
40e56fa1-5724-44d6-bcdd-6e55ee4f6916,Lorraine,Crawford,nthompson@example.org,1-772-099-9347,063-12-4584,1953-04-26,"57 Ward port, Charlotteview, B59 0LB",Katiebury,Connecticut,32988,Ethiopia,115054.34,Employed,773,Very Good,2024-06-29 17:10:43.111132
a5d7271c-db06-431d-b318-3b645dbd423b,Beverley,Kelly,great@invalid,359-929-3784,039-12-0921,1982-07-30,"9325 Samantha Vista, Brianberg, OR 92866",Port Kerrystad,Mississippi,92846,Namibia,46249.56,Student,545,Poor,2022-04-15 13:06:26.765750
49de07e6-f6d8-4ebe-8ed2-46d35c86ecce,Amanda,Banks,francis92@example.com,1-622-096-9029,ZZ 917251 T,1966-07-10,"570 Clark Square, West Jonathanville, SK B7R 3T7",Bellfurt,New Mexico,76267,Central African Republic,76075.77,Unemployed,725,Good,2021-01-16 00:23:24.735547
be74530a-6b9f-4378-bdb4-cf828ed54362,Kenneth,Green,petersonpamela@example.org,+1-815-499-7062,104-43-3368,1970-06-16,"10698 Hernandez Lake Apt. 614, Gonzaleztown, NB M2C 5V7",Jacobsonview,Tennessee,71820,Colombia,97614.92,Student,573,Poor,2025-02-06 11:52:41.675132
d180d6dc-5816-4e89-851a-0100bf561f6c,Jacob,Baker,jeremy49@example.org,0306 999 0115,775-76-3728,1997-08-22,"41 Orr Track, West Davidmouth, NT, 2643",North Mary,Utah,57568,Swaziland,104685.31,Unemployed,493,Poor,2024-11-04 15:45:14.482577
b1c8b7ac-a81b-43e9-8395-740c30547506,Luis,Miller,melissa87@example.org,62299911,805-37-8776,1999-12-24,"970 Joshua Divide Suite 065, North Julie, NL A5N5M8",East Kevin,Tasmania,,Netherlands,139103.33,Self-employed,807,Excellent,2021-08-12 14:47:30.912379
2f283b7b-8b97-4b52-a3e9-5b4d64e1d0c1,Jane,Malone,robertsonerik@example.com,02 2330 3070,322 477 605,1959-11-30,"98 Cooper Firetrail, New Anthonyton, NT, 5333",Naomichester,Wyoming,89918,Lebanon,194742.44,Employed,780,Very Good,2023-11-29 15:18:52.145055
db67e359-e336-4860-a17f-0bc9a17597a7,Jeffrey,Marquez,wwoodard@example.com,(674) 896-9108,453 024 689,1961-02-14,"309 Guerrero Springs, Lake Anthony, NU L7S1R4",Lake Amanda,Tasmania,66995,Tanzania,110390.81,Student,336,Poor,2024-11-16 13:58:52.783816
7e6f1bfd-6265-4f50-bea0-83ccd3efa9bf,Billy,Ruiz,staceylam@example.net,653.946.5549,482-07-9562,1974-06-03,"Studio 46, Derek dam, West Michelle, W2F 1UP",Ashleighton,New Hampshire,36352,Senegal,77406.56,Employed,347,Poor,2023-07-22 19:24:34.031347
9518609d-f9f2-4804-9e8d-eb5db4601d96,Wendy,Anderson,epowell@example.com,2835505830,ZZ 542168 T,1955-03-13,"8985 Barron Dale Suite 753, Port Richard, IN 29903",Lake Daniel,Delaware,48550,Honduras,144548.55,Retired,446,Poor,2024-07-12 20:44:36.081103
60695e23-0edb-4f0f-b7d2-dcb7a5629052,Brittney,Stanley,norrisrobert@example.com,+1-647-423-0461,851-14-8382,1962-06-26,"8356 Martin Plaza, Lozanofort, MA 31238",Lake Christopherville,Northern Territory,12308,Saint Kitts and Nevis,-77351.99,Retired,556,Poor,2025-03-13 17:11:26.788802
3c8240e5-e43e-4890-8183-e41c43258ca2,Caroline,Baker,limorgan@example.com,1 (861) 100-2255,176 180 487,1961-10-18,"Suite 120 169 Pham Strip, Whitefurt, TAS, 0802",Rodriguezchester,Australian Capital Territory,08802,Palau,94266.0,Employed,350,Poor,2020-09-25 23:31:45.890504
02244553-1b08-4b7a-947f-a35c4c034c66,Aimee,Stone,pstanley@example.com,+1 (328) 900-2877,770-63-5254,1965-07-08,"663 Stephen Unions, Millerfort, NU E2V7A7",Port Christopherport,Tennessee,88512,Zambia,159307.39,Self-employed,399,Poor,2022-06-28 22:39:39.211282
41d2fb05-f8d0-4497-9d85-430ed3e11c25,Lisa,Rivera,jennifer11@example.net,0113 496 0554,108 667 726,1956-06-27,"Unit 51 09 Kelsey Parklands, Barretthaven, NT, 2920",New Savannahshire,Northern Territory,91178,Saint Martin,119396.36,Unemployed,843,Excellent,2021-03-11 12:26:31.064653
c58f8507-9542-46b2-a10a-b077c77a0b18,William,Barnes,patricia54@example.com,+44(0)1154960698,000-00-0000,1987-12-05,"Studio 15J, Jackson shores, Daviesside, WS6 8EA",North Ellen,Louisiana,98829,France,156976.51,Self-employed,706,Good,2021-05-28 19:34:36.252875
3cabdfaa-ff95-4216-8d52-7f31ab4bbfaf,Hannah,Harris,lisa19@example.net,+44(0)1632 960863,033 824 558,1983-10-08,"Unit 34 21 Sydney Underpass, Port Billyview, SA, 2622",West Stevenberg,Georgia,42788,Singapore,189551.08,Employed,539,Poor,2023-02-16 06:03:18.722691
dd6cb1c1-5c14-45fe-afa5-957128b7e7a0,Charles,Fox,fitzgeraldsam@example.com,5335.5543,575-97-0145,1986-10-25,"561 Scott Triangle, Angelhaven, TAS, 3877",Rachelborough,New South Wales,13078,Zimbabwe,32935.69,Employed,611,Fair,2023-10-23 07:31:13.841121
a541fb51-ca24-458b-82d8-9014e1224341,Vanessa,Taylor,harrismaria@example.net,+61-412-075-011,183-33-9144,1980-11-22,"Studio 7, Williams brook, Daviesside, E9 1QW",Kristinport,Maine,57868,Indonesia,179947.41,Employed,801,Excellent,2023-01-17 00:06:26.009768
1f75c674-39c5-42f7-924c-ab26f3369367,Barry,Robles,kennetheaton@example.net,988-210-0996,313-27-5634,1970-09-02,"9 Chamberlain falls, Port Georginamouth, NR1M 4EH",Michaelbury,Maine,81702,United Arab Emirates,137844.69,Employed,707,Good,2022-04-06 17:58:20.628986
c078de43-a1d7-4325-b06e-61447978c742,Mark,Steele,guy62@example.org,(636) 452-5777,758 740 666,1961-04-04,"099 Hammond Forest, New Jorgeside, NJ 86210",Deborahbury,Northern Territory,61410,Indonesia,162721.17,Self-employed,370,Poor,2023-03-09 11:11:05.783522
c73ff98f-d8ac-453b-b521-b3a25e3670ce,Jayne,,sed@invalid,+441632960750,ZZ314530T,1977-04-19,"0051 Davenport Greens Apt. 665, New Johnbury, ON P8P1V9",Thompsonland,Queensland,20193,Cayman Islands,119537.7,Self-employed,412,Poor,2023-12-24 17:26:18.341914
42454780-640c-4eca-b5c4-441b55823489,Lisa,Olson,kclark@example.net,3029 9228,587-19-0917,1960-12-10,"413 Jenkins mountains, Thompsonchester, G9W 9WL",Sandrashire,Iowa,50073,Bulgaria,108343.04,Unemployed,825,Excellent,2020-10-03 15:42:58.281668
241d8d0e-9d39-4f92-bc3b-bfa0fb583ef8,Margaret,Thompson,davisdonna@example.net,001-368-865-0863x76599,ZZ731498T,1960-11-30,"818 Nicholas Ford, Robertville, FL 56347",Melissachester,South Australia,89709,Saudi Arabia,173277.25,Retired,410,Poor,2022-09-28 01:05:25.495555
e31de575-a03a-4cc5-a23e-2257e3e74830,Guy,King,kim62@example.net,001-837-221-3865x8902,844-19-7728,1950-03-24,"90669 Dawson Ranch Apt. 277, East Melissahaven, NL B4X 3X1",Lake Aaron,Colorado,36668,Guinea,117847.45,Retired,817,Excellent,2022-09-13 20:13:31.609233
2a96c908-a6d4-4673-8b6c-c22814d0f138,Maureen,Mclaughlin,dunnjessica@example.net,1 (343) 937-6904,519-14-9153,1976-05-15,"947 Hart Trail Apt. 577, South Darrenland, NS K6N 9S9",Johnland,Tasmania,10466,Lebanon,104362.31,Retired,397,Poor,2022-06-11 00:56:21.017956
36c1c230-f6cc-4926-8ab1-7cbce7cc08e6,Ian,Morley,cameronwong@example.org,(0117) 496 0395,ZZ 11 79 08 T,1998-02-04,"472 Sanders Terrace Apt. 086, Ayerston, ON R2H9T8",North Emilyfurt,Massachusetts,47896,Colombia,47770.2,Employed,637,Fair,2021-11-10 11:19:14.154722
5c129169-00b7-48ca-8ef0-41d9d7730611,Susan,Diaz,sclark@example.com,+1 (447) 292-9314,877-49-3213,1995-01-27,"6 Macdonald vista, Hollyport, NW9 6EG",Port Jonathan,New Hampshire,98096,Eritrea,52077.78,Retired,529,Poor,2022-06-23 09:36:04.131547
8abfda48-6dc7-4da6-a48c-03fb51d7bf7c,,Martinez,glenevans@example.net,+61.2.6947.2256,870-10-1297,1966-04-27,"496 Barron Tunnel Suite 987, Jacksontown, MB L3C 7J2",South Amytown,New South Wales,14123,Niger,122429.46,Student,573,Poor,2021-02-04 09:03:27.917813
bacf1865-e0b8-4432-b51e-0af6fbc0bfd2,Kyle,Rahman,davidroberson@example.org,+1-955-877-8487x28299,584 506 810,1961-01-15,"254 Nichols Spurs, Arroyofort, NL S1M 9K6",Youngchester,Queensland,21901,Switzerland,41057.59,Student,520,Poor,2021-10-11 06:05:50.791147
dec3fb9e-70a0-487f-8dc7-886bcb63fdef,Robert,Lewis,deborah84@example.com,09098790122,184 627 040,1954-04-04,"4270 Christopher Bridge, Robinsonchester, ME 65826",Terryton,New South Wales,98879,Azerbaijan,39276.77,Retired,734,Good,2024-07-20 21:43:56.654933
a3495804-761b-4159-9160-68d172673cfb,,Lucas,hclayton@example.net,01414960730,ZZ183764T,1954-08-31,"7435 Michelle Forge, East Cynthiamouth, AL 22437",,Pennsylvania,91039,Portugal,94171.09,Student,356,Poor,2022-07-13 15:45:13.843065
de6e60aa-9b2b-4e40-a64e-f1b944b2a698,John,Davis,browndeanna@example.net,(873)758-5730,ZZ077848T,1956-08-17,"Studio 74M, Brian pines, South Bryan, NP5 0WR",New Juliebury,New South Wales,86784,Comoros,112545.91,Unemployed,373,Poor,2024-07-02 19:00:09.491016
9effaa8d-4ba4-4193-bd14-4fc3a6ecd8a1,Molly,Morris,davisdonna@example.org,+44(0)116 496 0031,197-13-0522,1986-02-13,"91037 Taylor Route Apt. 586, Lauraton, PE X5B2C4",Lake Jerryfurt,Illinois,69470,Montenegro,194084.95,Self-employed,771,Very Good,2023-06-20 04:49:37.674853
bc3347f7-fe62-43ab-b36f-b6f8378e31ab,Julie,Craig,jacksonhenry@example.com,789 755 8556,347 227 134,1944-09-07,"Unit 9082 Box 4043, DPO AE 41776",Samanthahaven,Connecticut,05447,Guinea-Bissau,54423.22,Student,416,Poor,2021-05-14 04:03:40.108860
e0e9d565-d985-43a9-960f-c967ab657403,Pamela,Barnes,duncanashley@example.org,001-257-727-9194x0961,647 017 227,1963-11-16,"8320 Maddox Terrace, East Ryanfurt, FL 17827",South Ashleyton,South Australia,11652,Macao,157851.67,Employed,481,Poor,2024-07-17 13:37:23.722349
8e25c3ed-ccc1-4d28-a75a-5d8bc2542ad4,Barry,Hansen,mpearson@example.net,01184960146,145 661 708,1966-05-18,"9792 Williams Viaduct, East Gina, FL 99818",Lake Brianberg,Australian Capital Territory,45494,Gambia,80324.31,Retired,369,Poor,2023-01-11 21:30:06.103399
